Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
-21.333334,1.0,0.0,4.5694675,0.0,4.2248125,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.5694675,0.0,0.26022962,4.485042,4.485042,0.0,4.485042,4.485042,0.26022962,-0.0,19.205103,-21.333334,19.24074,19.24074,2.0
-21.225,1.0,0.0,6.106843,0.0,5.6372104,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.106843,0.0,0.25923544,5.8964458,5.8964458,0.0,5.8964458,5.8964458,0.25923544,-0.0,19.239119,-21.225,19.24074,19.24074,2.0
-21.7,1.0,0.0,4.6029806,0.0,4.278812,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.6029806,0.0,0.28824463,4.5670567,4.5670567,0.0,4.5670567,4.5670567,0.28824463,-0.0,19.240683,-21.7,19.24074,19.24074,2.0
-22.8,1.0,0.0,4.6381783,0.0,4.3810997,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.6381783,0.0,0.25724715,4.6383467,4.6383467,0.0,4.6383467,4.6383467,0.25724715,-0.0,19.24074,-22.8,19.24074,19.24074,2.0
-22.45,1.0,0.0,4.536303,0.0,4.2632217,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.536303,0.0,0.256253,4.519475,4.519475,0.0,4.519475,4.519475,0.256253,-0.0,19.24074,-22.45,19.24074,19.24074,2.0
-23.9,1.0,0.0,4.518244,0.0,4.3355827,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.518244,0.0,0.256253,4.591836,4.591836,0.0,4.591836,4.591836,0.256253,-0.0,19.24074,-23.9,19.24074,19.24074,2.0
-25.0,1.0,0.0,3.9709997,0.0,3.8700237,3.5152707,3.7222843,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,3.9709997,0.0,0.60087264,8.193181,8.193181,0.0,8.193181,8.193181,0.60087264,-0.0,19.24074,-25.0,19.24074,19.24074,2.0
-25.0,1.0,0.0,4.647327,0.0,4.5291533,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.647327,0.0,0.7468002,5.2759533,5.2759533,0.0,5.2759533,5.2759533,0.7468002,-0.0,19.24074,-25.0,19.24074,19.24074,2.0
-23.9,0.0,0.0,4.538288,0.0,4.3548164,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.538288,0.0,0.26122376,4.249054,4.249054,0.0,4.249054,4.61604,0.26122376,-0.36698627,19.24074,-23.9,19.24074,19.24074,2.0
-21.1,0.0,0.0,4.363201,0.0,4.020222,0.0,0.0,0.0,0.0,0.0,0.0,7.1466393,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.363201,0.0,0.26122376,3.2603054,3.2603054,0.0,3.2603054,4.281446,0.26122376,-1.0211406,19.24074,-21.1,19.24074,19.24074,2.0
