Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
-21.333334,1.0,0.0,5.572815,0.0,4.7256036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000000000003,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.572815,0.0,0.23478937,4.960393,4.960393,0.0,4.960393,4.960393,0.23478937,-0.0,21.495394,-21.333334,21.5,21.5,2.0
-21.225,1.0,0.0,5.758273,0.0,4.8752027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.758273,0.0,0.23362426,5.108827,5.108827,0.0,5.108827,5.108827,0.23362426,-0.0,21.499836,-21.225,21.5,21.5,2.0
-21.7,1.0,0.0,5.8436503,0.0,4.9815907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.8436503,0.0,0.2326301,5.214221,5.214221,0.0,5.214221,5.214221,0.2326301,-0.0,21.499996,-21.7,21.5,21.5,2.0
-22.8,1.0,0.0,5.9812455,0.0,5.1797233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.9812455,0.0,0.23157898,5.411302,5.411302,0.0,5.411302,5.411302,0.23157898,-0.0,21.5,-22.8,21.5,21.5,2.0
-22.45,1.0,0.0,5.9242315,0.0,5.104875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.9242315,0.0,0.23041385,5.335289,5.335289,0.0,5.335289,5.335289,0.23041385,-0.0,21.5,-22.45,21.5,21.5,2.0
-23.9,1.0,0.0,6.1839023,0.0,5.438799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.1839023,0.0,0.23058482,5.6693835,5.6693835,0.0,5.6693835,5.6693835,0.23058482,-0.0,21.5,-23.9,21.5,21.5,2.0
-25.0,1.0,0.0,8.005037,0.0,7.1486917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.005037,0.0,0.23297203,7.381664,7.381664,0.0,7.381664,7.381664,0.23297203,-0.0,21.5,-25.0,21.5,21.5,2.0
-25.0,1.0,0.0,6.2992206,0.0,5.625356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,6.2992206,0.0,0.4744651,6.099821,6.099821,0.0,6.099821,6.099821,0.4744651,-0.0,21.5,-25.0,21.5,21.5,2.0
-23.9,1.0,0.0,5.780518,0.0,5.0840187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,5.780518,0.0,0.45535064,5.261052,5.261052,0.0,5.261052,5.5393696,0.45535064,-0.27831766,21.5,-23.9,21.5,21.5,2.0
-21.1,1.0,0.0,4.8193393,0.0,4.0728593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.200000762939453,0.0,0.0,-0.0,0.0,-0.0,-0.0,4.8193393,0.0,0.45549548,3.5435545,3.5435545,0.0,3.5435545,4.5283546,0.45549548,-0.98480016,21.5,-21.1,21.5,21.5,2.0
