Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
-21.333334,2.0,0.0,14.158229,0.0,13.629552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,14.158229,0.0,0.32172745,13.95128,13.95128,0.0,13.95128,13.95128,0.32172745,-0.0,21.000004,-21.333334,21.0,21.0,2.0
-21.225,2.0,0.0,14.433602,0.0,13.872271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,14.433602,0.0,0.32081118,14.193082,14.193082,0.0,14.193082,14.193082,0.32081118,-0.0,21.0,-21.225,21.0,21.0,2.0
-21.7,2.0,0.0,14.918697,0.0,14.439888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,14.918697,0.0,0.3198949,14.759783,14.759783,0.0,14.759783,14.759783,0.3198949,-0.0,21.0,-21.7,21.0,21.0,2.0
-22.8,2.0,0.0,15.381862,0.0,15.130262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,15.381862,0.0,0.34863237,15.478895,15.478895,0.0,15.478895,15.478895,0.34863237,-0.0,21.0,-22.8,21.0,21.0,2.0
-22.45,2.0,0.0,15.189185,0.0,14.864679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,15.189185,0.0,0.3180624,15.182742,15.182742,0.0,15.182742,15.182742,0.3180624,-0.0,21.0,-22.45,21.0,21.0,2.0
-23.9,2.0,0.0,15.979855,0.0,15.969965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,15.979855,0.0,0.3180624,16.288027,16.288027,0.0,16.288027,16.288027,0.3180624,-0.0,21.0,-23.9,21.0,21.0,2.0
-25.0,2.0,0.0,16.644125,0.0,16.895767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,16.644125,0.0,0.3198949,17.215662,17.215662,0.0,17.215662,17.215662,0.3198949,-0.0,21.0,-25.0,21.0,21.0,2.0
-25.0,2.0,0.0,16.605894,0.0,16.856958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,16.605894,0.0,0.32172745,17.178686,17.178686,0.0,17.178686,17.178686,0.32172745,-0.0,21.0,-25.0,21.0,21.0,2.0
-23.9,1.0,0.0,15.828903,0.0,15.819106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,15.828903,0.0,0.32264373,16.010933,16.010933,0.0,16.010933,16.14175,0.32264373,-0.13081776,21.0,-23.9,21.0,21.0,2.0
-21.1,1.0,0.0,13.745023,0.0,13.185889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,13.745023,0.0,0.32264373,12.351939,12.351939,0.0,12.351939,13.508533,0.32264373,-1.1565936,21.0,-21.1,21.0,21.0,2.0
-19.45,0.0,0.0,12.203484,0.0,11.418975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.203484,0.0,0.32172745,9.036639,9.036639,0.0,9.036639,11.740703,0.32172745,-2.7040637,21.0,-19.45,21.0,21.0,2.0
-16.7,0.0,0.0,10.630432,0.0,9.528795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.630432,0.0,0.32172745,6.209709,6.209709,0.0,6.209709,9.850523,0.32172745,-3.6408138,21.0,-16.7,21.0,21.0,2.0
-16.1,0.0,0.0,10.1691475,0.0,9.028019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.1691475,0.0,0.32356,5.095758,5.095758,0.0,5.095758,9.351579,0.32356,-4.2558208,21.0,-16.1,21.0,21.0,2.0
-16.3,1.0,0.0,9.718062,0.0,8.65536,2.4227982,2.5893583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,9.718062,0.0,0.6347258,7.911689,7.911689,0.0,7.911689,11.879444,0.6347258,-3.967755,21.0,-16.3,21.0,21.0,2.0
-16.5,1.0,0.0,10.602555,0.0,9.473469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.602555,0.0,0.6372339,7.002014,7.002014,0.0,7.002014,10.1107025,0.6372339,-3.1086886,21.25227,-16.5,21.0,21.0,2.0
-16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.35264707,-1.7785952,0.0,-1.7785952,-1.7785952,0.35264707,0.35264707,-2.1312423,10.941862,-16.65,21.0,21.0,2.0
-17.5,1.0,0.0,13.425516,0.0,12.187888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,13.425516,0.0,0.3253925,12.234352,12.234352,0.0,12.234352,12.513281,0.3253925,-0.27892902,14.874702,-17.5,21.0,21.0,2.0
-18.9,1.0,0.0,12.275512,0.0,11.389776,0.48455933,0.5178713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.275512,0.0,2.030938,13.938585,13.938585,0.0,13.938585,13.938585,2.030938,-0.0,21.164928,-18.9,21.0,21.0,2.0
-20.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0270213,1.0270213,1.0270213,0.0,1.0270213,1.0270213,1.0270213,-0.0,10.226761,-20.6,21.0,21.0,2.0
-21.4,2.0,0.0,12.79871,0.0,12.333007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.79871,0.0,1.5704496,13.903457,13.903457,0.0,13.903457,13.903457,1.5704496,-0.0,12.6194935,-21.4,21.0,21.0,2.0
-22.2,2.0,0.0,12.150483,0.0,11.847438,1.4536662,1.5536014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.150483,0.0,1.3216325,14.7226715,14.7226715,0.0,14.7226715,14.7226715,1.3216325,-0.0,21.289452,-22.2,21.657408,21.657408,2.0
-22.2,2.0,0.0,0.0,0.0,0.0,2.6980877,2.883573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0994632,3.9830363,3.9830363,0.0,3.9830363,3.9830363,1.0994632,-0.0,9.087851,-22.2,21.337963,21.337963,2.0
-22.2,1.0,0.0,12.955847,0.0,12.632715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.955847,0.0,0.650006,13.2827215,13.2827215,0.0,13.2827215,13.2827215,0.650006,-0.0,11.278719,-22.2,21.0,21.0,2.0
-21.7,2.0,0.0,12.521396,0.0,12.119527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.521396,0.0,0.6528067,12.772333,12.772333,0.0,12.772333,12.772333,0.6528067,-0.0,21.330647,-21.7,21.0,21.0,2.0
-22.2,2.0,0.0,0.0,0.0,0.0,2.826661,3.0209856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.50104934,3.522035,3.522035,0.0,3.522035,3.522035,0.50104934,-0.0,8.292198,-22.2,21.0,21.0,2.0
-22.75,2.0,0.0,12.946622,0.0,12.725595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.946622,0.0,0.3734787,13.099074,13.099074,0.0,13.099074,13.099074,0.3734787,-0.0,10.5886,-22.75,21.0,21.0,2.0
-23.3,2.0,0.0,12.373453,0.0,12.259577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,12.373453,0.0,0.35419846,12.613775,12.613775,0.0,12.613775,12.613775,0.35419846,-0.0,20.440037,-23.3,21.0,21.0,2.0
-23.3,2.0,0.0,10.355683,0.0,10.260377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.355683,0.0,0.31897867,10.579355,10.579355,0.0,10.579355,10.579355,0.31897867,-0.0,17.77156,-23.3,21.0,21.0,2.0
-24.15,2.0,0.0,10.770047,0.0,10.801904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.770047,0.0,0.3180624,11.1199665,11.1199665,0.0,11.1199665,11.1199665,0.3180624,-0.0,17.825542,-24.15,21.0,21.0,2.0
-24.4,2.0,0.0,10.720892,0.0,10.79095,0.57748985,0.61719054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,10.720892,0.0,0.3180624,11.726203,11.726203,0.0,11.726203,11.726203,0.3180624,-0.0,17.467808,-24.4,21.0,21.0,2.0
