Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
-21.333334,2.0,0.0,7.5162473,0.0,7.551596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.5162473,0.0,0.5700846,8.121681,8.121681,0.0,8.121681,8.121681,0.5700846,-0.0,17.222221,-21.333334,17.222221,17.222221,2.0
-21.225,2.0,0.0,7.616199,0.0,7.639602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.616199,0.0,0.5681015,8.207704,8.207704,0.0,8.207704,8.207704,0.5681015,-0.0,17.222221,-21.225,17.222221,17.222221,2.0
-21.7,2.0,0.0,7.873587,0.0,7.954063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.873587,0.0,0.5663749,8.520438,8.520438,0.0,8.520438,8.520438,0.5663749,-0.0,17.222221,-21.7,17.222221,17.222221,2.0
-22.8,2.0,0.0,8.16585,0.0,8.384489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.16585,0.0,0.5775123,8.962002,8.962002,0.0,8.962002,8.962002,0.5775123,-0.0,17.222221,-22.8,17.222221,17.222221,2.0
-22.45,2.0,0.0,8.942598,0.0,9.134933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.942598,0.0,0.62732744,9.76226,9.76226,0.0,9.76226,9.76226,0.62732744,-0.0,17.222221,-22.45,17.222221,17.222221,2.0
-23.9,2.0,0.0,8.552981,0.0,8.92357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.552981,0.0,0.7482341,9.671803,9.671803,0.0,9.671803,9.671803,0.7482341,-0.0,17.222221,-23.9,17.222221,17.222221,2.0
-25.0,2.0,0.0,9.848228,0.0,10.4379635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,9.848228,0.0,0.8647275,11.3026905,11.3026905,0.0,11.3026905,11.3026905,0.8647275,-0.0,17.222221,-25.0,17.222221,17.222221,2.0
-25.0,2.0,0.0,8.94978,0.0,9.485715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.94978,0.0,1.131618,10.617332,10.617332,0.0,10.617332,10.617332,1.131618,-0.0,17.222221,-25.0,17.222221,17.222221,2.0
-23.9,2.0,0.0,8.592586,0.0,8.9648905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.592586,0.0,1.6202122,10.112592,10.112592,0.0,10.112592,10.585103,1.6202122,-0.47251087,17.222221,-23.9,17.222221,17.222221,2.0
-21.1,2.0,0.0,7.5675235,0.0,7.5765414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.779999732971191,0.0,0.0,-0.0,0.0,-0.0,-0.0,7.5675235,0.0,2.3317873,8.409381,8.409381,0.0,8.409381,9.908329,2.3317873,-1.4989479,17.222221,-21.1,17.222221,17.222221,2.0
