Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,2.0,1.7861183,0.0,0.39007607,0.0,0.115054086,0.11721231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7861183,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2539263,0.76121473,0.76121473,0.0,0.76121473,0.76121473,0.2539263,-0.0,23.88889,25.4,23.88889,23.88889,2.0
25.3,2.0,1.5794265,0.0,0.342834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5794265,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25149545,0.5943295,0.5943295,0.0,0.5943295,0.5943295,0.25149545,-0.0,23.88889,25.3,23.88889,23.88889,2.0
25.6,2.0,1.4526134,0.0,0.32110724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4526134,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24923451,0.57034177,0.57034177,0.0,0.57034177,0.57034177,0.24923451,-0.0,23.88889,25.6,23.88889,23.88889,2.0
25.6,2.0,1.3212157,0.0,0.29206115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3212157,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24691695,0.5389781,0.5389781,0.0,0.5389781,0.5389781,0.24691695,-0.0,23.88889,25.6,23.88889,23.88889,2.0
25.6,2.0,1.179745,0.0,0.26078835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179745,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2444861,0.5052744,0.5052744,0.0,0.5052744,0.5052744,0.2444861,-0.0,23.88889,25.6,23.88889,23.88889,2.0
25.0,2.0,1.0676363,0.0,0.22748105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0676363,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25448143,0.4819625,0.4819625,0.0,0.4819625,0.4819625,0.25448143,-0.0,23.88889,25.0,23.88889,23.88889,2.0
25.6,2.0,1.8091725,0.0,0.39992636,0.0,0.33390155,0.340165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8091725,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.357424,0.5727057,0.5727057,0.0,0.5727057,1.0975153,0.357424,-0.52480966,23.88889,25.6,23.88889,23.88889,2.0
26.7,2.0,1.5189012,0.0,0.35799593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5189012,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.41437453,0.22646797,0.22646797,0.0,0.22646797,0.77237046,0.41437453,-0.5459025,23.88889,26.7,23.88889,23.88889,2.0
27.8,1.0,1.6896597,0.0,0.42297783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6896597,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.33511138,-1.2531191,0.0,-1.2531191,-1.2531191,0.7580892,0.33511138,-2.0112083,23.88889,27.8,23.88889,23.88889,2.0
29.4,1.0,3.1622741,0.0,0.8589575,0.0,0.6197075,0.6313322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1622741,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.32960764,-1.7654425,0.0,-1.7654425,-1.7654425,1.8198973,0.32960764,-3.5853398,23.88889,29.4,23.88889,23.88889,2.0
