Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,3.0,1.6695455,0.0,0.41045818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6695455,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.6606351,1.0710933,1.0710933,0.0,1.0710933,1.0710933,0.6606351,-0.0,25.277603,25.4,25.277779,25.277779,2.0
25.3,3.0,0.9117735,0.0,0.22284289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9117735,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.65820426,0.8810471,0.8810471,0.0,0.8810471,0.8810471,0.65820426,-0.0,25.555399,25.3,25.555555,25.555555,2.0
25.6,3.0,1.0589459,0.0,0.263401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0589459,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.65594333,0.9193443,0.9193443,0.0,0.9193443,0.9193443,0.65594333,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.6,3.0,1.0384372,0.0,0.2582997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0384372,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.6536258,0.9119255,0.9119255,0.0,0.9119255,0.9119255,0.6536258,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.6,3.0,0.9816742,0.0,0.24418053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9816742,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.628101,0.87228155,0.87228155,0.0,0.87228155,0.87228155,0.628101,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.0,2.0,0.8225641,0.0,0.19747546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8225641,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.65136486,0.84884036,0.84884036,0.0,0.84884036,0.84884036,0.65136486,-0.0,25.555555,25.0,25.555555,25.555555,2.0
25.6,2.0,1.5413723,0.0,0.38339922,0.0,0.2918141,0.3063763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5413723,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.8749495,1.301119,1.301119,0.0,1.301119,1.564725,0.8749495,-0.26360607,25.555555,25.6,25.555555,25.555555,2.0
26.7,1.0,1.3019406,0.0,0.34452775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3019406,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.3078268,1.0717728,1.0717728,0.0,1.0717728,1.6523545,1.3078268,-0.5805817,25.555555,26.7,25.555555,25.555555,2.0
27.8,1.0,1.9200687,0.0,0.5386056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9200687,-0.0,0.0,-0.0,-0.0,0.0,0.0,2.271447,0.94892466,0.94892466,0.0,0.94892466,2.8100524,2.271447,-1.8611277,25.555555,27.8,25.555555,25.555555,2.0
29.4,1.0,4.289975,0.0,1.3025336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289975,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.1104116,-0.91051126,0.0,-0.91051126,-0.91051126,2.4129453,1.1104116,-3.3234565,25.002743,29.4,25.0,25.0,2.0
