Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,1.0,1.4231247,0.0,0.27596012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4231247,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4583377,0.7342978,0.7342978,0.0,0.7342978,0.7342978,0.4583377,-0.0,25.555555,25.4,25.555555,25.555555,2.0
25.3,1.0,1.2451454,0.0,0.239917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2451454,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.44115278,0.6810698,0.6810698,0.0,0.6810698,0.6810698,0.44115278,-0.0,25.555555,25.3,25.555555,25.555555,2.0
25.6,1.0,1.1112809,0.0,0.21822274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1112809,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.43613175,0.65435445,0.65435445,0.0,0.65435445,0.65435445,0.43613175,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.6,1.0,0.9910313,0.0,0.19460927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910313,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.43111074,0.62572,0.62572,0.0,0.62572,0.62572,0.43111074,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.6,1.0,0.8869677,0.0,0.17417425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869677,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4296673,0.60384154,0.60384154,0.0,0.60384154,0.60384154,0.4296673,-0.0,25.555555,25.6,25.555555,25.555555,2.0
25.0,1.0,0.82934135,0.0,0.15674001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82934135,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.5634977,0.72023773,0.72023773,0.0,0.72023773,0.72023773,0.5634977,-0.0,25.555555,25.0,25.555555,25.555555,2.0
25.6,1.0,2.3431,0.0,0.4601156,0.0,2.5776196,2.8414261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3431,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.94224656,4.0056715,4.0056715,0.0,4.0056715,4.2437882,0.94224656,-0.23811674,24.920126,25.6,24.88889,24.88889,2.0
26.7,0.0,1.4153996,0.0,0.29708543,0.0,0.18063423,0.19912125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4153996,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4804703,0.4080742,0.4080742,0.0,0.4080742,0.976677,0.4804703,-0.5686028,25.10909,26.7,25.11111,25.11111,2.0
27.8,0.0,1.0190188,0.0,0.22766891,0.0,0.79445034,0.8757584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0190188,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4526259,-0.23569143,0.0,-0.23569143,-0.23569143,1.5560532,0.4526259,-1.7917446,25.55511,27.8,25.555555,25.555555,2.0
29.4,0.0,1.4919769,0.0,0.36268765,0.0,0.5296523,0.5838596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4919769,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.45191038,-1.8486618,0.0,-1.8486618,-1.8486618,1.3984576,0.45191038,-3.2471194,25.555553,29.4,25.555555,25.555555,2.0
