Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,2.0,2.2323184,0.0,0.70427626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2323184,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2547426,0.9590188,0.9590188,0.0,0.9590188,0.9590188,0.2547426,-0.0,23.88889,25.4,23.88889,23.88889,2.0
25.3,2.0,0.7314342,0.0,0.22949435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7314342,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2518373,0.48133165,0.48133165,0.0,0.48133165,0.48133165,0.2518373,-0.0,24.998978,25.3,25.0,25.0,2.0
25.6,2.0,0.42950314,0.0,0.13699181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42950314,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.249102,0.3860938,0.3860938,0.0,0.3860938,0.3860938,0.249102,-0.0,25.555481,25.6,25.555555,25.555555,2.0
25.6,2.0,0.62962145,0.0,0.20082039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62962145,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24631003,0.4471304,0.4471304,0.0,0.4471304,0.4471304,0.24631003,-0.0,25.555553,25.6,25.555555,25.555555,2.0
25.6,2.0,0.27080446,0.0,0.08637421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27080446,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.23549291,0.3218671,0.3218671,0.0,0.3218671,0.3218671,0.23549291,-0.0,26.110083,25.6,26.11111,26.11111,2.0
25.0,2.0,0.45350924,0.0,0.13993691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45350924,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.90249074,1.0424277,1.0424277,0.0,1.0424277,1.0424277,0.90249074,-0.0,26.111094,25.0,26.11111,26.11111,2.0
25.6,0.0,0.5048211,0.0,0.1610148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5048211,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24944186,0.18493815,0.18493815,0.0,0.18493815,0.41045666,0.24944186,-0.22551851,26.11111,25.6,26.11111,26.11111,2.0
26.7,0.0,0.7044124,0.0,0.23809256,0.0,0.35014206,0.36822003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7044124,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25513908,0.32903868,0.32903868,0.0,0.32903868,0.8614516,0.25513908,-0.53241295,26.11111,26.7,26.11111,26.11111,2.0
27.8,0.0,0.46539396,0.0,0.1661685,0.0,0.07002898,0.07364461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46539396,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25713804,-0.85211796,0.0,-0.85211796,-0.85211796,0.49695116,0.25713804,-1.3490691,26.666061,27.8,26.666666,26.666666,2.0
29.4,0.0,0.88086754,0.0,0.33891776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88086754,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25651494,-1.943835,0.0,-1.943835,-1.943835,0.59543276,0.25651494,-2.5392678,26.666666,29.4,26.666666,26.666666,2.0
32.2,1.0,1.6994711,0.0,0.7362772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6994711,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30769774,-2.7603493,0.0,-2.7603493,-2.7603493,1.0439749,0.30769774,-3.8043242,26.666666,32.2,26.666666,26.666666,2.0
33.9,1.0,1.5871879,0.0,0.7343538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5871879,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30714175,-4.5311613,0.0,-4.5311613,-4.5311613,1.0414958,0.30714175,-5.572657,27.222006,33.9,27.222221,27.222221,2.0
34.4,1.0,2.0478008,0.0,0.9651981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0478008,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.31232896,-5.266679,0.0,-5.266679,-5.266679,1.2775273,0.31232896,-6.544206,27.222221,34.4,27.222221,27.222221,2.0
35.6,1.0,2.526198,0.0,1.2431748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526198,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.3425998,-5.361287,0.0,-5.361287,-5.361287,1.5857744,0.3425998,-6.9470615,27.222221,35.6,27.222221,27.222221,2.0
36.7,1.0,3.2209249,0.0,1.6464095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2209249,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.31152079,-5.075301,0.0,-5.075301,-5.075301,1.9579301,0.31152079,-7.0332313,27.069447,36.7,27.222221,27.222221,2.0
36.7,1.0,0.0,0.0,0.0,0.0,0.07002888,0.0736445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.3122936,-6.3598356,0.0,-6.3598356,-6.3598356,0.38593817,0.3122936,-6.745774,30.054909,36.7,27.222221,27.222221,2.0
