Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,2.0,0.74649507,0.0,0.13723311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74649507,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.31824988,0.455483,0.455483,0.0,0.455483,0.455483,0.31824988,-0.0,24.999996,25.4,25.0,25.0,2.0
25.3,2.0,0.32327163,0.0,0.05904518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32327163,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.31441742,0.37346262,0.37346262,0.0,0.37346262,0.37346262,0.31441742,-0.0,25.554382,25.3,25.555555,25.555555,2.0
25.6,2.0,0.9993916,0.0,0.18609884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993916,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.310585,0.49668384,0.49668384,0.0,0.49668384,0.49668384,0.310585,-0.0,25.010702,25.6,25.0,25.0,2.0
25.6,2.0,2.865928,0.0,0.53367054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.865928,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30675253,0.8404231,0.8404231,0.0,0.8404231,0.8404231,0.30675253,-0.0,23.383509,25.6,23.333334,23.333334,2.0
25.6,2.0,2.1864038,0.0,0.40713492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1864038,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30292007,0.710055,0.710055,0.0,0.710055,0.710055,0.30292007,-0.0,23.336002,25.6,23.333334,23.333334,2.0
25.0,2.0,1.7405118,0.0,0.31170043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7405118,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.30292007,0.6146205,0.6146205,0.0,0.6146205,0.6146205,0.30292007,-0.0,23.333447,25.0,23.333334,23.333334,2.0
25.6,2.0,0.6991143,0.0,0.13018358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6991143,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.36610526,-0.1537298,0.0,-0.1537298,-0.1537298,0.49628884,0.36610526,-0.65001863,24.054884,25.6,24.055555,24.055555,2.0
26.7,1.0,0.3794793,0.0,0.07562174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3794793,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.4006089,-0.09962857,0.0,-0.09962857,-0.09962857,0.47623062,0.4006089,-0.5758592,24.720287,26.7,24.722221,24.722221,2.0
27.8,1.0,0.0,0.34352565,0.0,0.081720755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.34352565,0.0,0.40376064,-1.4491965,0.0,-1.4491965,-1.4491965,0.48548138,0.40376064,-1.9346778,25.552849,27.8,25.555555,25.555555,2.0
29.4,1.0,1.5545955,0.0,0.35965174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5545955,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.3988235,-2.5692344,0.0,-2.5692344,-2.5692344,0.7584753,0.3988235,-3.3277097,24.947193,29.4,24.944445,24.944445,2.0
