Outdoor_Temperature,occupant_count,cooling demand,heating demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,dhw soc storage,dhw capacity,dhw stored energy (?),electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,electrical storage soc,electrical capacity history,stored electrical energy,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,non shiftable load,solar generation,indoor_temperature,outdoor_temperature,heating_sp,cooling_sp,comfort_band
25.4,1.0,1.2193016,0.0,0.35801002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2193016,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16659655,0.5246066,0.5246066,0.0,0.5246066,0.5246066,0.16659655,-0.0,24.444437,25.4,24.444445,24.444445,2.0
25.3,1.0,1.1271554,0.0,0.329104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1271554,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16518147,0.49428546,0.49428546,0.0,0.49428546,0.49428546,0.16518147,-0.0,24.444445,25.3,24.444445,24.444445,2.0
25.6,1.0,1.0538684,0.0,0.31289542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0538684,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1638797,0.4767751,0.4767751,0.0,0.4767751,0.4767751,0.1638797,-0.0,24.444445,25.6,24.444445,24.444445,2.0
25.6,1.0,0.9729564,0.0,0.2888725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9729564,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16254015,0.45141268,0.45141268,0.0,0.45141268,0.45141268,0.16254015,-0.0,24.444445,25.6,24.444445,24.444445,2.0
25.6,1.0,0.900536,0.0,0.26737076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900536,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16112508,0.42849582,0.42849582,0.0,0.42849582,0.42849582,0.16112508,-0.0,24.444445,25.6,24.444445,24.444445,2.0
25.0,1.0,0.8323483,0.0,0.23892824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323483,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16123837,0.40016663,0.40016663,0.0,0.40016663,0.40016663,0.16123837,-0.0,24.444445,25.0,24.444445,24.444445,2.0
25.6,1.0,1.4429827,0.0,0.42842415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4429827,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16410628,0.39536983,0.39536983,0.0,0.39536983,0.5925304,0.16410628,-0.19716062,24.121418,25.6,24.11111,24.11111,2.0
26.7,1.0,2.5491638,0.0,0.8028784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5491638,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25004688,0.556211,0.556211,0.0,0.556211,1.0529252,0.25004688,-0.4967142,23.354677,26.7,23.333334,23.333334,2.0
27.8,1.0,2.934234,0.0,0.9771388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.934234,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25287017,-0.495785,0.0,-0.495785,-0.495785,1.230009,0.25287017,-1.725794,23.333595,27.8,23.333334,23.333334,2.0
29.4,1.0,3.6801388,0.0,1.3221861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6801388,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.44282758,-1.4180243,0.0,-1.4180243,-1.4180243,1.7650137,0.44282758,-3.183038,23.333336,29.4,23.333334,23.333334,2.0
32.2,1.0,4.2440434,0.0,1.7198402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2440434,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24537459,-2.8152752,0.0,-2.8152752,-2.8152752,1.9652147,0.24537459,-4.78049,23.333334,32.2,23.333334,23.333334,2.0
33.9,1.0,4.9474874,0.0,2.1429574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9474874,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1660301,-4.063997,0.0,-4.063997,-4.063997,2.3089876,0.1660301,-6.3729844,23.333334,33.9,23.333334,23.333334,2.0
34.4,1.0,5.203537,0.0,2.296569,0.0,0.32380363,0.32952535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203537,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.19859923,-3.8728375,0.0,-3.8728375,-3.8728375,2.8246937,0.19859923,-6.697531,23.333334,34.4,23.333334,23.333334,2.0
35.6,1.0,5.6476483,0.0,2.603819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6476483,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16874695,-3.5987477,0.0,-3.5987477,-3.5987477,2.7725658,0.16874695,-6.3713136,23.333334,35.6,23.333334,23.333334,2.0
36.7,1.0,6.352625,0.0,3.0435464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.352625,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16886023,-2.5005054,0.0,-2.5005054,-2.5005054,3.2124066,0.16886023,-5.712912,23.31783,36.7,23.333334,23.333334,2.0
36.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24881554,-4.4307566,0.0,-4.4307566,-4.4307566,0.24881554,0.24881554,-4.679572,27.245773,36.7,23.333334,23.333334,2.0
36.7,1.0,2.6423092,0.0,1.265932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6423092,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2590881,-1.6061635,0.0,-1.6061635,-1.6061635,1.5250201,0.2590881,-3.1311836,26.578249,36.7,23.333334,23.333334,2.0
35.6,1.0,4.565472,0.0,2.1048872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.565472,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.27823234,1.0347303,1.0347303,0.0,1.0347303,2.3831196,0.27823234,-1.3483893,25.812813,35.6,24.444445,24.444445,2.0
33.9,1.0,5.477792,0.0,2.3726537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.477792,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.29123065,2.3568027,2.3568027,0.0,2.3568027,2.6638844,0.29123065,-0.30708167,25.242094,33.9,24.444445,24.444445,2.0
32.8,1.0,6.160074,0.0,2.5569532,0.0,0.32380366,0.32952538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.160074,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.29667896,3.1770947,3.1770947,0.0,3.1770947,3.1831577,0.29667896,-0.0060629123,24.220026,32.8,24.444445,24.444445,2.0
31.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.31313962,0.31313962,0.31313962,0.0,0.31313962,0.31313962,0.31313962,-0.0,27.178354,31.1,24.444445,24.444445,2.0
29.4,1.0,2.462173,0.0,0.88460004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.462173,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.33412057,1.2187207,1.2187207,0.0,1.2187207,1.2187207,0.33412057,-0.0,24.807146,29.4,24.444445,24.444445,2.0
27.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.28446722,0.28446722,0.28446722,0.0,0.28446722,0.28446722,0.28446722,-0.0,26.601027,27.8,24.444445,24.444445,2.0
26.7,1.0,2.2155254,0.0,0.6977964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2155254,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16827595,0.86607236,0.86607236,0.0,0.86607236,0.86607236,0.16827595,-0.0,24.092598,26.7,23.944445,23.944445,2.0
26.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16659655,0.16659655,0.16659655,0.0,0.16659655,0.16659655,0.16659655,-0.0,25.733833,26.1,23.88889,23.88889,2.0
26.1,1.0,1.9565501,0.0,0.59696096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9565501,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16518147,0.7621424,0.7621424,0.0,0.7621424,0.7621424,0.16518147,-0.0,23.503262,26.1,23.88889,23.88889,2.0
25.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1638797,0.1638797,0.1638797,0.0,0.1638797,0.1638797,0.1638797,-0.0,25.186604,25.8,23.88889,23.88889,2.0
25.3,1.0,1.4381112,0.0,0.4198961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4381112,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16254015,0.58243626,0.58243626,0.0,0.58243626,0.58243626,0.16254015,-0.0,23.555346,25.3,24.38889,24.38889,2.0
25.0,1.0,0.2794153,0.0,0.08020706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2794153,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16112508,0.24133214,0.24133214,0.0,0.24133214,0.24133214,0.16112508,-0.0,24.751904,25.0,24.444445,24.444445,2.0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.17215683,0.17215683,0.17215683,0.0,0.17215683,0.17215683,0.17215683,-0.0,25.235027,25.0,23.944445,23.944445,2.0
26.1,1.0,1.3686539,0.0,0.41758853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3686539,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.21657644,0.4851081,0.4851081,0.0,0.4851081,0.634165,0.21657644,-0.14905688,24.015667,26.1,24.166666,24.166666,2.0
27.2,0.0,0.0,0.0,0.0,0.0,1.0337523,1.0520191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.16686088,0.1909771,0.1909771,0.0,0.1909771,1.2188799,0.16686088,-1.0279028,25.969925,27.2,24.444445,24.444445,2.0
28.05,1.0,1.4641614,0.0,0.49359342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4641614,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.25287017,-2.3269775,0.0,-2.3269775,-2.3269775,0.74646354,0.25287017,-3.073441,25.327452,28.05,24.11111,24.11111,2.0
31.1,1.0,2.078861,0.0,0.8048944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078861,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.27905074,-3.5329394,0.0,-3.5329394,-3.5329394,1.0839453,0.27905074,-4.6168847,26.002327,31.1,23.88889,23.88889,2.0
